id,price
1,741839.1
2,790223.6
3,474774.66
4,401335.8
5,977107.9
6,400973.53
7,194463.84
8,343274.34
9,316061.2
10,544503.7
11,1064387.6
12,363667.12
13,1893284.4
14,609011.06
15,558468.2
16,1350832.8
17,518571.3
18,389707.7
19,490649.06
20,421219.75
21,515068.66
22,1251118.6
23,499988.88
24,711716.6
25,325574.28
26,217802.94
27,678859.25
28,226329.83
29,607026.75
30,198255.14
31,791465.25
32,697722.7
33,415634.72
34,185760.34
35,241634.75
36,197114.8
37,291077.22
38,597011.5
39,616757.0
40,738401.9
41,679907.6
42,434505.3
43,861718.7
44,214836.47
45,284293.6
46,574668.25
47,390837.03
48,868870.2
49,853017.06
50,3390066.2
51,368193.72
52,872239.3
53,707976.56
54,351660.5
55,529714.8
56,450505.97
57,538316.2
58,523327.16
59,244566.5
60,228280.69
61,230586.08
62,238054.44
63,390355.72
64,891097.3
65,282943.72
66,561961.75
67,802926.8
68,289991.7
69,884773.56
70,577723.06
71,432063.56
72,504166.12
73,730826.44
74,950875.7
75,462613.8
76,2812978.2
77,324516.6
78,688450.3
79,429630.62
80,1838375.6
81,230988.7
82,379891.53
83,427864.25
84,881104.1
85,384479.06
86,337002.9
87,437150.62
88,294568.44
89,356815.6
90,261937.72
91,542018.1
92,241996.11
93,535350.9
94,434713.84
95,812086.06
96,611105.06
97,1219124.6
98,431069.94
99,690801.44
100,294672.78
101,460879.22
102,427023.28
103,286328.12
104,429448.34
105,294589.62
106,781543.75
107,625231.7
108,439426.47
109,586916.06
110,381717.2
111,691257.75
112,508949.06
113,315974.28
114,390539.1
115,269615.06
116,360779.75
117,291179.94
118,815438.1
119,149969.94
120,267294.3
121,1004119.4
122,340538.44
123,363411.88
124,612937.6
125,317871.12
126,341219.56
127,636355.44
128,863653.7
129,775874.4
130,233655.67
131,627942.44
132,472959.75
133,348929.94
134,437694.88
135,391203.72
136,665812.3
137,1184064.8
138,312273.06
139,526069.6
140,759514.25
141,717234.44
142,302754.4
143,710911.94
144,618652.2
145,547094.7
146,824252.06
147,1897195.1
148,334754.78
149,526422.6
150,1080972.1
151,1126352.8
152,1200168.1
153,321408.94
154,880298.9
155,487347.38
156,291204.78
157,168791.53
158,389093.84
159,209614.31
160,542960.75
161,777875.44
162,455751.34
163,570450.2
164,531427.44
165,538947.3
166,380854.7
167,479823.56
168,565351.1
169,295060.97
170,497439.12
171,538467.06
172,585632.1
173,188584.8
174,301060.88
175,392374.53
176,275685.16
177,355233.38
178,400263.8
179,377061.38
180,246415.77
181,647714.5
182,355002.56
183,445958.88
184,899596.3
185,437687.12
186,455784.4
187,538091.56
188,406282.94
189,678584.6
190,538707.5
191,238005.05
192,791891.7
193,414516.22
194,250537.08
195,392645.53
196,173285.31
197,298253.88
198,1019057.3
199,229595.4
200,604651.75
201,273011.3
202,474430.5
203,758513.8
204,1180992.8
205,845988.75
206,232778.52
207,703694.94
208,569826.56
209,248419.53
210,430090.2
211,295898.22
212,568016.8
213,276628.88
214,258067.95
215,743899.56
216,302593.44
217,314283.3
218,750497.7
219,516673.16
220,661905.0
221,479216.38
222,775968.94
223,281652.53
224,236087.97
225,209721.48
226,1050184.2
227,359653.53
228,341922.1
229,1998040.1
230,559847.5
231,862695.06
232,406966.28
233,185237.67
234,562915.8
235,487804.94
236,1048716.8
237,235069.22
238,454477.53
239,529221.1
240,215689.08
241,380678.06
242,432085.53
243,1033603.56
244,299274.25
245,1047858.4
246,211016.36
247,588603.4
248,4014780.2
249,259207.86
250,262362.34
251,288818.8
252,353764.34
253,326047.03
254,310899.47
255,301153.28
256,357259.03
257,470118.3
258,956710.7
259,284124.8
260,278319.06
261,295263.78
262,803013.3
263,633079.6
264,474541.0
265,1380614.2
266,825485.2
267,326060.38
268,405986.78
269,473965.28
270,548658.56
271,459229.75
272,489889.94
273,506467.6
274,524975.9
275,466646.75
276,468360.97
277,775379.44
278,412290.6
279,225367.77
280,511971.72
281,449173.56
282,359025.7
283,440259.6
284,424245.0
285,1019661.75
286,814538.3
287,277618.84
288,956008.7
289,391881.56
290,740902.25
291,583418.6
292,259345.97
293,451997.97
294,791354.94
295,244755.3
296,574240.8
297,297098.28
298,601992.56
299,222274.58
300,741871.8
301,1696821.5
302,313187.62
303,842099.94
304,843754.7
305,429930.25
306,488376.75
307,497500.44
308,524477.6
309,228809.97
310,161555.53
311,642353.44
312,443636.12
313,441565.5
314,537999.9
315,547453.3
316,438173.0
317,583944.75
318,1386573.9
319,417004.0
320,552335.6
321,555616.25
322,501211.28
323,495724.72
324,471827.6
325,955871.8
326,590195.4
327,449995.72
328,664492.7
329,943260.3
330,323810.22
331,378898.0
332,787217.06
333,260219.2
334,434275.8
335,305723.56
336,229494.97
337,1048734.1
338,905926.4
339,545689.3
340,422936.3
341,256999.8
342,912940.7
343,735954.7
344,329512.78
345,582166.1
346,444319.28
347,366177.94
348,553847.44
349,1309932.2
350,218341.78
351,186504.47
352,723467.4
353,422830.72
354,506067.12
355,902470.5
356,174521.05
357,280286.2
358,819636.94
359,417053.8
360,530201.25
361,590828.94
362,757868.5
363,507051.06
364,702992.0
365,864826.56
366,259147.72
367,213047.9
368,338833.7
369,553265.56
370,246042.11
371,557355.3
372,185613.45
373,488195.03
374,364253.38
375,219908.39
376,895792.75
377,382319.88
378,467317.4
379,532591.8
380,1163417.8
381,614717.4
382,597378.06
383,257523.08
384,354112.47
385,401258.47
386,314618.22
387,632747.44
388,394676.1
389,299612.94
390,424720.8
391,724140.5
392,333875.4
393,504089.78
394,331749.66
395,479495.53
396,1634054.1
397,1834631.0
398,686046.25
399,457659.75
400,675247.75
401,192851.28
402,793211.7
403,463744.22
404,610032.44
405,326877.72
406,503429.28
407,359151.3
408,992098.8
409,1250349.6
410,239436.52
411,381465.78
412,615549.3
413,794462.7
414,1130502.2
415,400355.56
416,682831.9
417,1443611.8
418,1253038.1
419,525689.5
420,466531.97
421,216336.75
422,267131.6
423,482240.88
424,437279.6
425,237480.38
426,430812.1
427,1325292.1
428,485623.4
429,509203.94
430,393932.16
431,252182.23
432,448849.8
433,737272.3
434,357903.3
435,203011.02
436,273903.1
437,928817.6
438,202529.94
439,784581.0
440,541217.9
441,319462.53
442,457025.28
443,384997.03
444,307315.56
445,1095993.9
446,381850.56
447,530436.75
448,346987.25
449,489806.75
450,335018.72
451,255401.92
452,274515.22
453,291150.44
454,366031.6
455,1418951.0
456,523319.0
457,328305.78
458,364018.56
459,420179.97
460,494383.4
461,743089.75
462,330761.16
463,524642.2
464,405027.3
465,420659.8
466,689400.9
467,582260.4
468,455651.88
469,2755885.5
470,508547.38
471,575806.25
472,412056.1
473,429740.78
474,710131.0
475,318429.16
476,345981.78
477,840805.6
478,966342.3
479,420171.4
480,1333886.8
481,227966.27
482,645450.8
483,700170.25
484,2374423.0
485,728389.1
486,344210.03
487,545476.06
488,355786.62
489,1030199.06
490,451656.6
491,461462.3
492,1083359.5
493,676173.25
494,693425.94
495,706859.5
